Stn Id,Stn Name,CIMIS Region,Month Year,Total ETo (in),qc,Total Precip (in),qc.1,Avg Sol Rad (Ly/day),qc.2,Avg Vap Pres (mBars),qc.3,Avg Max Air Temp (F),qc.4,Avg Min Air Temp (F),qc.5,Avg Air Temp (F),qc.6,Avg Max Rel Hum (%),qc.7,Avg Min Rel Hum (%),qc.8,Avg Rel Hum (%),qc.9,Avg Dew Point (F),qc.10,Avg Wind Speed (mph),qc.11,Avg Soil Temp (F),qc.12,month,year
44,U.C. Riverside,Los Angeles Basin,Apr 2010,5.11, ,0.94, ,494.0, ,8.7,K,70.1, ,47.1, ,57.8, ,77.0,K,33.0,K,54.0,K,40.3,K,4.6, ,60.8, ,Apr,2010
44,U.C. Riverside,Los Angeles Basin,May 2010,6.18, ,0.07, ,543.0, ,10.0,K,75.8, ,51.6,K,62.8, ,74.0, ,32.0, ,52.0,K,44.1,K,4.8,K,65.6, ,May,2010
44,U.C. Riverside,Los Angeles Basin,Jun 2010,6.25, ,0.0, ,570.0, ,13.7, ,82.7, ,57.3, ,68.3, ,81.0, ,36.0, ,58.0, ,52.9, ,4.5,K,71.7, ,Jun,2010
44,U.C. Riverside,Los Angeles Basin,Jul 2010,6.57, ,0.0, ,540.0, ,14.5, ,87.3,K,61.1,K,72.4, ,77.0, ,33.0, ,55.0, ,54.5, ,4.4, ,74.8, ,Jul,2010
44,U.C. Riverside,Los Angeles Basin,Aug 2010,6.99, ,0.0, ,538.0, ,12.3, ,90.7,K,60.8, ,74.7, ,69.0, ,23.0, ,43.0, ,49.8, ,4.0, ,73.6, ,Aug,2010
44,U.C. Riverside,Los Angeles Basin,Sep 2010,5.45, ,0.02, ,439.0, ,11.6, ,89.6,K,59.4,K,73.1, ,67.0, ,25.0, ,44.0, ,48.1, ,3.8, ,70.6, ,Sep,2010
44,U.C. Riverside,Los Angeles Basin,Oct 2010,2.1,K,0.37, ,192.0,K,12.4, ,75.8,K,56.0,K,64.7, ,78.0, ,42.0, ,61.0, ,49.4, ,3.5, ,66.0, ,Oct,2010
44,U.C. Riverside,Los Angeles Basin,Nov 2010,3.22,K,1.0, ,325.0,K,6.9, ,70.7,K,46.7,K,58.4,K,66.0,K,26.0,K,43.0, ,33.0, ,4.4,K,56.7,K,Nov,2010
44,U.C. Riverside,Los Angeles Basin,Dec 2010,1.78,K,8.59, ,213.0, ,8.4,K,65.6,K,46.0,K,54.7, ,74.0, ,41.0, ,58.0,K,38.4,K,3.1, ,53.3, ,Dec,2010
44,U.C. Riverside,Los Angeles Basin,Jan 2011,2.91,K,0.32, ,279.0, ,6.0, ,68.2,K,45.6,K,56.4,K,60.0,K,25.0,K,40.0, ,30.1, ,4.0, ,51.7,K,Jan,2011
44,U.C. Riverside,Los Angeles Basin,Feb 2011,2.91,K,2.0, ,364.0,K,6.2,K,64.0, ,40.6,K,51.7, ,70.0, ,29.0, ,49.0,K,30.6,K,3.8, ,52.2, ,Feb,2011
44,U.C. Riverside,Los Angeles Basin,Mar 2011,4.22,K,1.3, ,426.0,K,8.8, ,69.6,K,46.6,K,57.2, ,78.0, ,34.0, ,56.0, ,40.8, ,3.8, ,57.5, ,Mar,2011
44,U.C. Riverside,Los Angeles Basin,Apr 2011,5.57, ,0.19, ,539.0,K,9.4,K,73.2,K,50.8,K,61.3, ,74.0, ,33.0, ,52.0,K,41.9,K,4.6,K,64.3, ,Apr,2011
44,U.C. Riverside,Los Angeles Basin,May 2011,6.67, ,0.34, ,627.0,K,9.6,K,75.1, ,51.8,K,62.7, ,73.0, ,32.0, ,55.0,L,44.8,L,4.8,K,66.3, ,May,2011
44,U.C. Riverside,Los Angeles Basin,Jun 2011,6.95, ,0.0, ,676.0, ,12.7,K,81.2, ,56.2,K,67.2, ,79.0, ,35.0, ,56.0,K,50.6,K,4.4, ,71.2, ,Jun,2011
44,U.C. Riverside,Los Angeles Basin,Jul 2011,7.76,K,0.29, ,652.0, ,14.5, ,89.5,K,62.7,K,74.6, ,75.0, ,30.0, ,50.0, ,54.4, ,4.3, ,75.6, ,Jul,2011
44,U.C. Riverside,Los Angeles Basin,Aug 2011,7.65,K,0.0, ,636.0, ,13.8, ,92.6, ,62.4, ,75.9, ,73.0, ,24.0, ,46.0, ,53.0, ,3.7, ,75.0, ,Aug,2011
44,U.C. Riverside,Los Angeles Basin,Sep 2011,5.47,K,0.0, ,486.0, ,14.1, ,88.4, ,60.8,K,72.6, ,77.0, ,29.0, ,53.0, ,53.7, ,3.4,K,72.5, ,Sep,2011
44,U.C. Riverside,Los Angeles Basin,Oct 2011,4.03,K,0.43, ,385.0, ,10.4, ,81.6,K,54.5, ,66.6, ,71.0, ,28.0, ,48.0, ,44.7, ,3.1, ,66.6, ,Oct,2011
44,U.C. Riverside,Los Angeles Basin,Nov 2011,2.45,K,1.55, ,263.0, ,7.8, ,68.8, ,46.2, ,56.4, ,72.0, ,34.0, ,53.0, ,37.0, ,3.2, ,56.2, ,Nov,2011
44,U.C. Riverside,Los Angeles Basin,Dec 2011,2.82, ,0.39, ,260.0, ,4.9,K,65.4,K,41.0, ,52.7, ,60.0, ,23.0, ,38.0,K,24.6,K,4.4,K,48.3, ,Dec,2011
44,U.C. Riverside,Los Angeles Basin,Jan 2012,3.02,K,0.38, ,278.0, ,5.3,K,71.1,K,45.4, ,57.2, ,53.0, ,21.0, ,36.0,K,26.4,K,3.7,K,51.3, ,Jan,2012
44,U.C. Riverside,Los Angeles Basin,Feb 2012,3.41,K,0.64, ,360.0,K,6.6,K,67.7,K,44.0, ,55.3, ,69.0, ,27.0, ,46.0,K,32.8,K,4.2,K,53.3, ,Feb,2012
44,U.C. Riverside,Los Angeles Basin,Mar 2012,4.51,K,0.96, ,458.0,K,7.6,K,68.8, ,45.0, ,55.9, ,72.0, ,32.0, ,51.0,K,35.6,K,4.0,K,56.7, ,Mar,2012
44,U.C. Riverside,Los Angeles Basin,Apr 2012,5.85,K,0.87, ,560.0,K,9.1,K,76.0,K,49.8, ,61.8, ,72.0, ,30.0, ,49.0,K,40.6,K,4.3,K,63.2,K,Apr,2012
44,U.C. Riverside,Los Angeles Basin,May 2012,7.0,K,0.04,K,636.0, ,11.7,K,80.7, ,54.8, ,66.4,K,78.0,K,32.0,K,54.0, ,48.6, ,4.3,K,68.5,K,May,2012
44,U.C. Riverside,Los Angeles Basin,Jun 2012,7.62, ,0.0, ,717.0, ,12.5,K,84.8, ,57.0, ,69.2, ,76.0, ,29.0, ,52.0,K,50.2,K,4.6,K,72.0, ,Jun,2012
44,U.C. Riverside,Los Angeles Basin,Jul 2012,7.93, ,0.07, ,670.0, ,13.7, ,89.7, ,61.6,K,74.4, ,73.0, ,27.0, ,48.0, ,52.7, ,4.3,K,74.5, ,Jul,2012
44,U.C. Riverside,Los Angeles Basin,Aug 2012,7.84, ,0.18, ,604.0, ,15.0, ,95.2, ,68.0,K,80.3, ,65.0, ,26.0, ,43.0, ,55.2, ,4.1,K,77.3, ,Aug,2012
44,U.C. Riverside,Los Angeles Basin,Sep 2012,6.44,K,0.01,K,522.0,K,12.7, ,93.6, ,64.9,K,78.2, ,63.0, ,22.0, ,39.0, ,50.2, ,3.9,K,75.3, ,Sep,2012
44,U.C. Riverside,Los Angeles Basin,Oct 2012,4.38, ,0.17, ,407.0,K,10.9, ,82.0,K,56.7,K,68.2,K,68.0,K,29.0,K,48.0, ,45.3, ,3.6,K,66.5, ,Oct,2012
44,U.C. Riverside,Los Angeles Basin,Nov 2012,2.72, ,0.38,K,296.0,K,8.9,K,73.7,K,49.6,K,60.2,K,71.0,K,31.0,K,51.0,K,39.7,K,3.3,K,58.7,K,Nov,2012
44,U.C. Riverside,Los Angeles Basin,Dec 2012,1.7, ,1.59,K,219.0, ,8.6,K,62.5, ,43.9,K,52.3, ,79.0, ,42.0, ,60.0,L,37.4,L,3.2, ,54.4,K,Dec,2012
44,U.C. Riverside,Los Angeles Basin,Jan 2013,2.72, ,0.6,K,289.0, ,5.2,K,65.2,K,40.9,K,52.4, ,58.0, ,23.0, ,39.0,K,24.9,K,4.1,K,48.8,K,Jan,2013
44,U.C. Riverside,Los Angeles Basin,Feb 2013,3.18, ,0.84, ,372.0,K,6.2,K,65.7, ,41.3, ,53.2, ,68.0, ,28.0, ,47.0,K,30.5,K,4.0,K,52.2, ,Feb,2013
44,U.C. Riverside,Los Angeles Basin,Mar 2013,4.8, ,0.66, ,476.0,K,9.1, ,74.1,K,48.6, ,60.0, ,76.0, ,31.0, ,53.0, ,41.5, ,3.8, ,59.6, ,Mar,2013
44,U.C. Riverside,Los Angeles Basin,Apr 2013,5.71, ,0.0, ,544.0,K,9.6,K,75.5, ,51.2, ,61.9, ,73.0, ,31.0, ,51.0,K,41.9,K,4.6,K,63.2, ,Apr,2013
44,U.C. Riverside,Los Angeles Basin,May 2013,7.01,K,0.25, ,626.0,K,11.4,K,81.2,K,56.6,K,67.6, ,75.0, ,31.0, ,52.0,L,48.2,L,4.5,K,68.3, ,May,2013
44,U.C. Riverside,Los Angeles Basin,Jun 2013,7.36, ,0.0, ,684.0, ,14.1, ,86.3, ,59.8,K,71.3, ,78.0, ,32.0, ,55.0, ,53.7, ,4.4, ,72.1, ,Jun,2013
44,U.C. Riverside,Los Angeles Basin,Jul 2013,7.13, ,0.35, ,594.0, ,15.3,K,89.5,K,64.1,K,75.4, ,74.0, ,31.0, ,51.0,K,55.6,K,4.0,K,74.6, ,Jul,2013
44,U.C. Riverside,Los Angeles Basin,Aug 2013,7.37,K,1.2, ,600.0, ,14.2, ,91.9, ,62.9,K,75.9, ,74.0, ,25.0, ,47.0, ,53.5, ,3.9, ,72.7, ,Aug,2013
44,U.C. Riverside,Los Angeles Basin,Sep 2013,6.14, ,0.0, ,523.0,K,12.6,K,89.4, ,62.2,K,74.5, ,66.0, ,24.0, ,44.0,K,49.6,K,3.8,K,71.9, ,Sep,2013
44,U.C. Riverside,Los Angeles Basin,Oct 2013,4.27,K,0.51, ,407.0,K,9.1,K,78.1,K,51.7, ,63.9,K,71.0,K,26.0,K,47.0,K,40.7,K,3.7,K,62.8, ,Oct,2013
44,U.C. Riverside,Los Angeles Basin,Nov 2013,2.76, ,1.2, ,270.0, ,7.7, ,72.1,K,49.7, ,60.0, ,66.0, ,31.0, ,46.0, ,36.6, ,3.7, ,57.8, ,Nov,2013
44,U.C. Riverside,Los Angeles Basin,Dec 2013,2.8, ,0.39, ,261.0, ,5.1, ,67.9,K,43.7,K,55.3, ,55.0, ,22.0, ,37.0, ,26.0, ,3.9, ,51.1, ,Dec,2013
44,U.C. Riverside,Los Angeles Basin,Jan 2014,3.27, ,0.0, ,280.0, ,5.2,K,73.8,K,47.3,K,59.7, ,49.0,K,18.0,K,32.0, ,25.7, ,3.8, ,51.5, ,Jan,2014
44,U.C. Riverside,Los Angeles Basin,Feb 2014,3.03, ,1.15, ,345.0,K,8.1,K,70.4,K,47.3, ,57.7, ,72.0, ,31.0, ,51.0,K,38.4,K,3.4, ,55.7, ,Feb,2014
44,U.C. Riverside,Los Angeles Basin,Mar 2014,4.95, ,0.5, ,469.0,K,8.8, ,73.3, ,50.0, ,60.9, ,74.0, ,30.0, ,50.0, ,40.1, ,4.2, ,59.1, ,Mar,2014
44,U.C. Riverside,Los Angeles Basin,Apr 2014,6.52,K,0.72,K,595.0,K,8.5,K,77.3, ,51.3,K,63.6, ,69.0, ,26.0, ,45.0,K,39.3,K,4.9,K,62.3, ,Apr,2014
44,U.C. Riverside,Los Angeles Basin,May 2014,7.65,K,0.0, ,656.0,K,9.7,K,82.9,K,56.9,K,69.4, ,65.0, ,26.0, ,48.0,L,45.6,L,4.8,K,66.0, ,May,2014
44,U.C. Riverside,Los Angeles Basin,Jun 2014,7.61, ,0.0, ,716.0,L,13.3,K,85.9,K,58.4,L,70.9,L,78.0,K,29.0,K,51.0,L,51.6,L,4.4,K,71.0, ,Jun,2014
44,U.C. Riverside,Los Angeles Basin,Jul 2014,7.77,K,0.0,L,630.0,L,14.8,L,91.2,L,65.5,L,77.8,L,71.0,L,28.0,L,47.0,L,54.8,L,4.3,L,74.6,L,Jul,2014
44,U.C. Riverside,Los Angeles Basin,Aug 2014,7.29,K,0.28, ,605.0,K,14.9, ,91.0, ,63.6,L,76.1, ,75.0, ,27.0, ,49.0, ,54.9, ,4.1,K,73.4, ,Aug,2014
44,U.C. Riverside,Los Angeles Basin,Sep 2014,6.19, ,1.45, ,538.0,K,14.7, ,91.6, ,64.6,L,76.7,K,72.0,K,27.0,K,48.0,K,54.6,K,3.8, ,73.4, ,Sep,2014
44,U.C. Riverside,Los Angeles Basin,Oct 2014,4.52, ,0.0, ,419.0,K,11.6,K,84.9, ,57.7, ,69.8, ,71.0, ,26.0, ,49.0,K,47.5,K,3.3, ,67.4, ,Oct,2014
44,U.C. Riverside,Los Angeles Basin,Nov 2014,3.21, ,0.2, ,297.0,K,7.5, ,75.0,K,49.7,K,62.2,K,61.0, ,25.0, ,41.0,K,34.4,K,3.6,K,59.4, ,Nov,2014
44,U.C. Riverside,Los Angeles Basin,Dec 2014,2.01,K,2.81, ,212.0, ,8.9,K,64.8, ,46.5,K,55.0,K,75.0, ,41.0, ,59.0,K,39.5,K,3.8,K,55.2, ,Dec,2014
44,U.C. Riverside,Los Angeles Basin,Jan 2015,2.84, ,0.53, ,262.0, ,7.1,K,70.5, ,46.1,K,57.5, ,66.0, ,27.0, ,45.0,K,34.3,K,3.8,K,52.1, ,Jan,2015
44,U.C. Riverside,Los Angeles Basin,Feb 2015,3.32, ,0.73,K,376.0,K,8.7,K,74.6,K,48.1, ,60.1,K,73.0, ,28.0, ,50.0,K,39.9,K,3.5,K,57.3, ,Feb,2015
44,U.C. Riverside,Los Angeles Basin,Mar 2015,5.85, ,0.24, ,509.0,K,8.0, ,79.3,K,51.6,K,65.0,K,64.0, ,22.0, ,40.0,K,37.6,K,4.2,K,60.1, ,Mar,2015
44,U.C. Riverside,Los Angeles Basin,Apr 2015,6.28, ,0.51, ,582.0,K,8.2,K,76.2, ,50.8,K,63.4, ,68.0, ,26.0, ,44.0,K,38.2,K,4.7,K,63.0,K,Apr,2015
44,U.C. Riverside,Los Angeles Basin,May 2015,5.37, ,0.71, ,515.0,K,11.2, ,73.6, ,53.7,L,62.5, ,77.0, ,40.0, ,59.0, ,47.3, ,4.3, ,66.1,K,May,2015
44,U.C. Riverside,Los Angeles Basin,Jun 2015,7.46,K,0.02, ,664.0,K,13.6, ,88.7,K,61.7,K,74.2,K,75.0,K,28.0,K,48.0,K,52.6,K,4.2, ,72.1, ,Jun,2015
44,U.C. Riverside,Los Angeles Basin,Jul 2015,6.75,K,1.19, ,583.0,K,16.1, ,87.4,K,64.1,L,74.3, ,79.0, ,35.0, ,56.0, ,57.3, ,4.3,K,74.3, ,Jul,2015
44,U.C. Riverside,Los Angeles Basin,Aug 2015,7.66, ,0.0, ,632.0,K,15.0,K,92.8, ,65.4,L,78.0, ,72.0, ,26.0, ,47.0,K,55.1,K,4.0,K,75.0, ,Aug,2015
44,U.C. Riverside,Los Angeles Basin,Sep 2015,5.81, ,1.04, ,502.0,K,15.7,K,91.4, ,65.7,L,77.2, ,74.0, ,29.0, ,50.0,K,56.5,K,3.7,K,73.7, ,Sep,2015
44,U.C. Riverside,Los Angeles Basin,Oct 2015,4.22, ,0.54, ,335.0,K,13.1,K,84.8, ,61.8,L,72.3,K,72.0,K,29.0,K,49.0,K,50.4,K,4.0,K,69.4,K,Oct,2015
44,U.C. Riverside,Los Angeles Basin,Nov 2015,2.77, ,0.28, ,183.0, ,5.7, ,71.5, ,45.9,K,58.4, ,56.0, ,20.0, ,35.0, ,28.5, ,4.0,K,56.4, ,Nov,2015
44,U.C. Riverside,Los Angeles Basin,Dec 2015,2.35, ,0.7, ,214.0,K,5.6,K,65.1,K,41.7,K,52.9,K,63.0, ,25.0, ,42.0,K,27.6,K,4.0,K,49.9, ,Dec,2015
44,U.C. Riverside,Los Angeles Basin,Jan 2016,2.09, ,2.35,K,230.0, ,7.8, ,64.3, ,43.2,K,53.3, ,74.0, ,38.0, ,56.0, ,36.5, ,3.2, ,50.6, ,Jan,2016
44,U.C. Riverside,Los Angeles Basin,Feb 2016,4.29,K,0.23, ,409.0,K,6.1, ,77.7,K,48.4,K,62.9,K,53.0,K,16.0,K,32.0,L,30.1,L,4.3,K,55.0, ,Feb,2016
44,U.C. Riverside,Los Angeles Basin,Mar 2016,4.92, ,0.72, ,481.0,L,9.3,K,73.1, ,48.3,K,60.2, ,77.0, ,30.0, ,53.0,K,42.0,K,4.1,K,60.7,K,Mar,2016
44,U.C. Riverside,Los Angeles Basin,Apr 2016,6.04, ,0.22,K,451.0,L,9.1,K,73.9,K,53.0,L,63.6,L,70.0,K,29.0,K,48.0,L,40.7,L,4.3,K,63.2,K,Apr,2016
44,U.C. Riverside,Los Angeles Basin,May 2016,6.21,K,0.02,L,474.0,L,12.0,L,71.2,L,55.5,L,62.6,L,80.0,L,40.0,L,62.0,L,49.2,L,4.0,L,67.8,L,May,2016
44,U.C. Riverside,Los Angeles Basin,Jun 2016,7.21,K,0.0, ,611.0,K,13.6,K,89.4,K,61.5,L,74.5,K,74.0,K,30.0,K,49.0,K,52.3,K,4.4,K,73.0, ,Jun,2016
44,U.C. Riverside,Los Angeles Basin,Jul 2016,7.74, ,0.0, ,596.0, ,14.3,K,93.5,K,64.2, ,77.5,K,73.0, ,25.0, ,45.0,K,53.8,K,4.2, ,75.9, ,Jul,2016
44,U.C. Riverside,Los Angeles Basin,Aug 2016,6.88, ,0.0, ,531.0, ,14.4,K,92.6, ,63.6, ,76.5, ,74.0, ,25.0, ,47.0,K,54.0,K,4.0, ,75.4, ,Aug,2016
44,U.C. Riverside,Los Angeles Basin,Sep 2016,5.3, ,0.0, ,431.0, ,12.6,K,87.9,K,60.8, ,72.9, ,71.0, ,27.0, ,47.0,K,50.1,K,4.0,K,71.5, ,Sep,2016
44,U.C. Riverside,Los Angeles Basin,Oct 2016,3.87,K,0.87,K,329.0,K,11.2,K,80.7,K,56.6,K,67.7,K,70.0,L,31.0,L,51.0,L,45.9,L,3.5,K,66.4,K,Oct,2016
44,U.C. Riverside,Los Angeles Basin,Nov 2016,3.18, ,1.06, ,271.0, ,7.3, ,76.2, ,50.2,K,62.2,K,61.0, ,22.0, ,40.0,K,35.1,K,3.7,K,59.7, ,Nov,2016
44,U.C. Riverside,Los Angeles Basin,Dec 2016,1.99, ,3.65, ,192.0, ,7.8,K,64.2, ,45.1,K,54.1, ,73.0, ,37.0, ,54.0,K,35.8,K,3.8,K,52.9, ,Dec,2016
44,U.C. Riverside,Los Angeles Basin,Jan 2017,1.81, ,4.56, ,201.0, ,8.2,K,61.3, ,44.3, ,52.4, ,77.0, ,46.0, ,62.0,K,38.2,K,3.6,K,52.4, ,Jan,2017
44,U.C. Riverside,Los Angeles Basin,Feb 2017,2.08, ,2.14, ,254.0, ,9.8,K,64.9, ,47.2, ,55.3, ,82.0, ,46.0, ,65.0,K,43.3,K,3.3, ,56.3, ,Feb,2017
44,U.C. Riverside,Los Angeles Basin,Mar 2017,5.01, ,0.15, ,436.0, ,8.6, ,76.7,K,50.0,K,62.4,K,69.0, ,25.0, ,45.0,K,39.7,K,4.0,K,61.2, ,Mar,2017
44,U.C. Riverside,Los Angeles Basin,Apr 2017,6.13, ,0.04, ,535.0,K,9.6,K,77.8, ,51.1,K,64.6, ,75.0, ,27.0, ,47.0,K,42.6,K,4.7,K,65.1, ,Apr,2017
44,U.C. Riverside,Los Angeles Basin,May 2017,5.95, ,0.06, ,534.0, ,12.9, ,78.5, ,54.4,L,65.6, ,86.0, ,40.0, ,62.0, ,50.8, ,4.6,K,68.6, ,May,2017
44,U.C. Riverside,Los Angeles Basin,Jun 2017,6.98, ,0.0, ,613.0, ,16.0,K,88.8,K,60.5,K,73.5, ,88.0, ,34.0, ,59.0,K,56.9,K,4.3, ,74.5, ,Jun,2017
44,U.C. Riverside,Los Angeles Basin,Jul 2017,7.11, ,0.03, ,569.0, ,18.7,K,93.8,K,65.7,K,78.5, ,87.0, ,33.0, ,57.0,K,61.4,K,4.0,K,78.6,K,Jul,2017
44,U.C. Riverside,Los Angeles Basin,Aug 2017,6.4,K,0.39, ,523.0, ,19.8,K,93.0,K,65.7,K,77.5, ,93.0, ,35.0, ,61.0,L,62.1,L,4.0,K,78.1, ,Aug,2017
44,U.C. Riverside,Los Angeles Basin,Sep 2017,4.92,K,0.06, ,421.0, ,16.6,K,87.1,K,62.2,K,73.4,K,86.0,K,36.0,K,60.0,K,57.0,K,4.1,K,74.3,K,Sep,2017
44,U.C. Riverside,Los Angeles Basin,Oct 2017,4.54,K,0.0, ,354.0, ,10.8,K,85.8,K,57.8,K,70.6,K,74.0,K,24.0,K,47.0,L,45.1,L,3.9,K,67.4,K,Oct,2017
44,U.C. Riverside,Los Angeles Basin,Nov 2017,2.35,K,0.04, ,235.0, ,11.2,K,76.3,K,52.4,K,63.1,K,83.0, ,36.0, ,58.0,K,46.4,K,3.1, ,62.7,K,Nov,2017
44,U.C. Riverside,Los Angeles Basin,Dec 2017,3.09, ,0.0, ,234.0, ,4.9, ,73.4,K,45.8, ,58.4,K,51.0, ,16.0, ,30.0,K,24.5,K,4.0,K,52.5,K,Dec,2017
44,U.C. Riverside,Los Angeles Basin,Jan 2018,2.41,K,1.65, ,230.0, ,8.8,K,72.6, ,47.2,K,58.6,K,78.0, ,31.0, ,52.0,L,39.1,L,3.2, ,55.0,K,Jan,2018
44,U.C. Riverside,Los Angeles Basin,Feb 2018,3.17, ,0.3, ,342.0, ,7.0, ,69.7,K,43.7,K,56.1, ,76.0, ,24.0, ,47.0, ,34.4, ,3.7, ,56.4,K,Feb,2018
44,U.C. Riverside,Los Angeles Basin,Mar 2018,3.81, ,1.64, ,373.0, ,10.4,K,69.2, ,47.7, ,57.8, ,88.0, ,39.0, ,62.0,L,42.9,L,3.9,K,60.3,L,Mar,2018
44,U.C. Riverside,Los Angeles Basin,Apr 2018,5.69,K,0.0,K,509.0,K,10.4,K,76.9,K,51.6, ,63.4,K,82.0,K,32.0,K,54.0,K,44.4,K,4.5,K,65.0,K,Apr,2018
44,U.C. Riverside,Los Angeles Basin,May 2018,5.57, ,0.27, ,553.0,K,12.7, ,75.4, ,54.7, ,63.7, ,85.0, ,45.0, ,64.0, ,50.6, ,4.3,K,68.6, ,May,2018
44,U.C. Riverside,Los Angeles Basin,Jun 2018,7.61, ,0.0, ,729.0,K,14.9, ,86.3, ,58.9, ,71.0, ,85.0, ,34.0, ,58.0, ,55.1, ,4.4,K,73.9, ,Jun,2018
44,U.C. Riverside,Los Angeles Basin,Jul 2018,8.04,K,0.04,K,651.0,K,17.7,K,95.8,L,67.7,K,80.8,K,78.0,K,31.0,K,50.0,K,59.8,K,4.1, ,78.8, ,Jul,2018
44,U.C. Riverside,Los Angeles Basin,Aug 2018,7.35, ,0.0, ,601.0, ,17.6,K,92.8, ,66.3, ,78.2, ,81.0, ,32.0, ,54.0,K,59.8,K,3.9, ,77.8, ,Aug,2018
44,U.C. Riverside,Los Angeles Basin,Sep 2018,5.86, ,0.0, ,518.0, ,15.7, ,90.1, ,60.8, ,73.5, ,84.0, ,31.0, ,56.0, ,56.3, ,3.7, ,73.8, ,Sep,2018
44,U.C. Riverside,Los Angeles Basin,Oct 2018,4.3, ,0.96,K,406.0,K,12.4,K,80.3,K,56.7, ,67.5, ,79.0, ,33.0, ,55.0,K,48.4,K,4.0,K,68.2, ,Oct,2018
44,U.C. Riverside,Los Angeles Basin,Nov 2018,3.13, ,0.84,K,316.0,K,7.9, ,74.4, ,49.5, ,61.3, ,66.0, ,26.0, ,44.0, ,35.3, ,3.4,K,59.3, ,Nov,2018
44,U.C. Riverside,Los Angeles Basin,Dec 2018,2.24,K,1.01, ,254.0, ,8.1,K,66.7,K,45.1, ,54.6, ,81.0, ,33.0, ,56.0,K,37.9,K,3.5, ,54.1, ,Dec,2018
